일자,중식메뉴,석식메뉴,메뉴분류
2018-08-20,쌀밥/잡곡밥 (쌀:국내산) 시금치된장국  훈제오리구이  실곤약무침  무쌈/양파절임  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 호박새우젓국  매운닭찜  모듬소세지  마늘쫑건새우  포기김치 (김치:국내산) ,조류
2018-08-20,쌀밥/잡곡밥 (쌀:국내산) 시금치된장국  훈제오리구이  실곤약무침  무쌈/양파절임  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 호박새우젓국  매운닭찜  모듬소세지  마늘쫑건새우  포기김치 (김치:국내산) ,조류
2018-08-21,쌀밥/잡곡밥 (쌀:국내산) 미역국  소고기불고기  양념두부조림  도라지나물  열무김치 (김치:국내산) ,"투움바스파게티 (쌀:국내산) 가쯔오국  함박스테이크  감자튀김  피클,음료  포기김치 (김치:국내산) ",육류
2018-08-21,쌀밥/잡곡밥 (쌀:국내산) 미역국  소고기불고기  양념두부조림  도라지나물  열무김치 (김치:국내산) ,"투움바스파게티 (쌀:국내산) 가쯔오국  함박스테이크  감자튀김  피클,음료  포기김치 (김치:국내산) ",육류
2018-08-22,비빔밥  미소장국  해물까스  궁중떡볶이  영양모듬견과  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 시래기국  양념갈비찜  감자채볶음  부추생채  포기김치 (김치:국내산) ,해산물
2018-08-22,비빔밥  미소장국  해물까스  궁중떡볶이  영양모듬견과  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 시래기국  양념갈비찜  감자채볶음  부추생채  포기김치 (김치:국내산) ,육류
2018-08-23,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  꽁치레몬구이  동그랑땡  무생채  포기김치 (김치:국내산) ,멸치주먹밥 (쌀:국내산) 나가사끼짬뽕  새우또띠아  꽃맛살샐러드  수박  포기김치 (김치:국내산) ,해산물
2018-08-23,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  꽁치레몬구이  동그랑땡  무생채  포기김치 (김치:국내산) ,멸치주먹밥 (쌀:국내산) 나가사끼짬뽕  새우또띠아  꽃맛살샐러드  수박  포기김치 (김치:국내산) ,해산물
2018-08-24,쌀밥/잡곡밥 (쌀:국내산) 우무묵냉국  마늘치킨  계란말이  치커리생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 어묵국  오징어볶음  비엔나케찹볶음  열무나물  포기김치 (김치:국내산) ,조류
2018-08-24,쌀밥/잡곡밥 (쌀:국내산) 우무묵냉국  마늘치킨  계란말이  치커리생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 어묵국  오징어볶음  비엔나케찹볶음  열무나물  포기김치 (김치:국내산) ,해산물
2018-08-27,쌀밥/잡곡밥 (쌀:국내산) 배추된장국  돈육간장불고기  홍어채무침  어묵볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 차돌박이찌개  코다리조림  해물김치전  청경채생채  열무김치 (김치:국내산) ,육류
2018-08-27,쌀밥/잡곡밥 (쌀:국내산) 배추된장국  돈육간장불고기  홍어채무침  어묵볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 차돌박이찌개  코다리조림  해물김치전  청경채생채  열무김치 (김치:국내산) ,해산물
2018-08-28,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  탕수어  쫄면무침  참나물땅콩무침  포기김치 (김치:국내산) ,볶음밥*짜장소스 (쌀:국내산) 맑은국  깐풍기  감자치즈구이  단무지/과일  포기김치 (김치:국내산) ,해산물
2018-08-28,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  탕수어  쫄면무침  참나물땅콩무침  포기김치 (김치:국내산) ,볶음밥*짜장소스 (쌀:국내산) 맑은국  깐풍기  감자치즈구이  단무지/과일  포기김치 (김치:국내산) ,조류
2018-08-29,콩나물밥 (쌀:국내산) 팽이장국  치킨핑거  메추리알조림  과일샐러드  배추겉절이 (김치:국내산) ,    *        ,조류
2018-08-30,쌀밥/잡곡밥 (쌀:국내산) 근대국  모듬장조림  마파두부  숙주나물  포기김치 (김치:국내산) ,오므라이스 (쌀:국내산) 미역장국  모듬튀김*칠리소스  멕시칸샐러드  오이무침  포기김치 (김치:국내산) ,육류
2018-08-30,쌀밥/잡곡밥 (쌀:국내산) 근대국  모듬장조림  마파두부  숙주나물  포기김치 (김치:국내산) ,오므라이스 (쌀:국내산) 미역장국  모듬튀김*칠리소스  멕시칸샐러드  오이무침  포기김치 (김치:국내산) ,0
2018-08-31,쌀밥/잡곡밥 (쌀:국내산) 조랭이떡국  소고기낙지볶음  두부새싹구이  도라지생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 황태국  유자청제육볶음  해파리냉채  호박나물  포기김치 (김치:국내산) ,육류
2018-08-31,쌀밥/잡곡밥 (쌀:국내산) 조랭이떡국  소고기낙지볶음  두부새싹구이  도라지생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 황태국  유자청제육볶음  해파리냉채  호박나물  포기김치 (김치:국내산) ,육류
2018-09-03,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  버섯불고기  브로컬리오징어숙회  취나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 돈육김치찌개  유산슬  계란찜  땅콩조림  알타리김치 (김치:국내산) ,육류
2018-09-03,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  버섯불고기  브로컬리오징어숙회  취나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 돈육김치찌개  유산슬  계란찜  땅콩조림  알타리김치 (김치:국내산) ,해산물
2018-09-04,쌀밥/잡곡밥 (쌀:국내산) 들깨시래기국  동파삼겹수육  녹두전  야채스틱*쌈장  배추겉절이 (김치:국내산) ,닭갈비볶음밥 (쌀:국내산) 가쯔오장국  크림카레우동  왕만두  양배추샐러드/무피클  포기김치 (김치:국내산) ,육류
2018-09-04,쌀밥/잡곡밥 (쌀:국내산) 들깨시래기국  동파삼겹수육  녹두전  야채스틱*쌈장  배추겉절이 (김치:국내산) ,닭갈비볶음밥 (쌀:국내산) 가쯔오장국  크림카레우동  왕만두  양배추샐러드/무피클  포기김치 (김치:국내산) ,육류
2018-09-05,김치제육덮밥 (쌀:국내산) 맑은국  샐러드파스타  오징어튀김  무생채  열무김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 육개장  고등어구이  훈제오리냉채  우엉곤약조림  포기김치 (김치:국내산) ,육류
2018-09-05,김치제육덮밥 (쌀:국내산) 맑은국  샐러드파스타  오징어튀김  무생채  열무김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 육개장  고등어구이  훈제오리냉채  우엉곤약조림  포기김치 (김치:국내산) ,해산물
2018-09-06,쌀밥/잡곡밥 (쌀:국내산) 꽃게탕  간장찜닭  연두부*양념장  마늘쫑무침  포기김치 (김치:국내산) ,꼬마김밥*겨자장 (쌀:국내산) 잔치국수  돈육강정  키위드레싱샐러드  요플레  포기김치 (김치:국내산) ,조류
2018-09-06,쌀밥/잡곡밥 (쌀:국내산) 꽃게탕  간장찜닭  연두부*양념장  마늘쫑무침  포기김치 (김치:국내산) ,꼬마김밥*겨자장 (쌀:국내산) 잔치국수  돈육강정  키위드레싱샐러드  요플레  포기김치 (김치:국내산) ,육류
2018-09-07,쌀밥/잡곡밥 (쌀:국내산) 미역국  매운주꾸미볶음  새송이버섯전  건파래무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개  생선까스*칠리소스  두부양념조림  청포묵무침  포기김치 (김치:국내산) ,해산물
2018-09-07,쌀밥/잡곡밥 (쌀:국내산) 미역국  매운주꾸미볶음  새송이버섯전  건파래무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개  생선까스*칠리소스  두부양념조림  청포묵무침  포기김치 (김치:국내산) ,해산물
2018-09-10,쌀밥/잡곡밥 (쌀:국내산) 연두부국  돈육고추장불고기  감자채볶음  양배추쌈  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 청국장찌개  가자미튀김  돈육잡채  양념깻잎지  포기김치 (김치:국내산) ,육류
2018-09-10,쌀밥/잡곡밥 (쌀:국내산) 연두부국  돈육고추장불고기  감자채볶음  양배추쌈  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 청국장찌개  가자미튀김  돈육잡채  양념깻잎지  포기김치 (김치:국내산) ,해산물
2018-09-11,쌀밥/잡곡밥 (쌀:국내산) 쇠고기미역국  닭매운찜  두부스테이크  흑임자연근샐러드  포기김치 (김치:국내산) ,김밥 (쌀:국내산) 김치말이국수  떡볶이  찐옥수수  꼬들단무지/음료  포기김치 (김치:국내산) ,조류
2018-09-11,쌀밥/잡곡밥 (쌀:국내산) 쇠고기미역국  닭매운찜  두부스테이크  흑임자연근샐러드  포기김치 (김치:국내산) ,김밥 (쌀:국내산) 김치말이국수  떡볶이  찐옥수수  꼬들단무지/음료  포기김치 (김치:국내산) ,0
2018-09-12,소불고기덮밥 (쌀:국내산) 가쯔오장국  오징어튀김  구운채소 *발사믹소스 오복지무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 매운쇠고기국  유린기  어묵무침  참나물생채  포기김치 (김치:국내산) ,해산물
2018-09-12,소불고기덮밥 (쌀:국내산) 가쯔오장국  오징어튀김  구운채소 *발사믹소스 오복지무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 매운쇠고기국  유린기  어묵무침  참나물생채  포기김치 (김치:국내산) ,육류
2018-09-13,쌀밥/잡곡밥 (쌀:국내산) 시래기국  등갈비김치찜  부추전  콩나물무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 크림스프  수제돈까스*칠리소스  푸실리샐러드  오이미역무침  열무김치 (김치:국내산) ,육류
2018-09-13,쌀밥/잡곡밥 (쌀:국내산) 시래기국  등갈비김치찜  부추전  콩나물무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 크림스프  수제돈까스*칠리소스  푸실리샐러드  오이미역무침  열무김치 (김치:국내산) ,육류
2018-09-14,쌀밥/잡곡밥 (쌀:국내산) 고추장찌개  언양식불고기  계란말이  상추파무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 도토리묵냉국  해물누룽지탕  동그랑땡전  도라지무침  포기김치 (김치:국내산) ,육류
2018-09-14,쌀밥/잡곡밥 (쌀:국내산) 고추장찌개  언양식불고기  계란말이  상추파무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 도토리묵냉국  해물누룽지탕  동그랑땡전  도라지무침  포기김치 (김치:국내산) ,해산물
2018-09-17,쌀밥/잡곡밥 (쌀:국내산) 어묵국  돈육굴소스볶음  골뱅이무침*소면  무생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 들깨버섯국  오징어볶음  단호박계란찜  셀프무쌈말이  포기김치 (김치:국내산) ,육류
2018-09-17,쌀밥/잡곡밥 (쌀:국내산) 어묵국  돈육굴소스볶음  골뱅이무침*소면  무생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 들깨버섯국  오징어볶음  단호박계란찜  셀프무쌈말이  포기김치 (김치:국내산) ,해산물
2018-09-18,쌀밥/잡곡밥 (쌀:국내산) 닭개장  류산슬  김치전  아삭고추무침  포기김치 (김치:국내산) ,유부초밥 (쌀:국내산) 우동  순대야채볶음  참치샐러드  음료  포기김치 (김치:국내산) ,해산물
2018-09-18,쌀밥/잡곡밥 (쌀:국내산) 닭개장  류산슬  김치전  아삭고추무침  포기김치 (김치:국내산) ,유부초밥 (쌀:국내산) 우동  순대야채볶음  참치샐러드  음료  포기김치 (김치:국내산) ,육류
2018-09-19,카레덮밥 (쌀:국내산) 유부장국  감자프리타타  메밀전병만두  쨔샤이무침/과일  포기김치 (김치:국내산) ,            ,육류
2018-09-20,쌀밥/잡곡밥 (쌀:국내산) 꽃게탕  소고기장조림  명태조림  파래김*양념장  포기김치 (김치:국내산) ,김치볶음밥/계란 (쌀:국내산) 유부주머니국  해물까스*탈탈소스  단호박범벅  수제피클  알타리김치 (김치:국내산) ,육류
2018-09-20,쌀밥/잡곡밥 (쌀:국내산) 꽃게탕  소고기장조림  명태조림  파래김*양념장  포기김치 (김치:국내산) ,김치볶음밥/계란 (쌀:국내산) 유부주머니국  해물까스*탈탈소스  단호박범벅  수제피클  알타리김치 (김치:국내산) ,해산물
2018-09-21,쌀밥/잡곡밥 (쌀:국내산) 아욱된장국  돼지갈비찜/잡채  쭈꾸미숙회무침  송편/식혜  배추겉절이 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 시금치된장국  미니채소떡갈비  흑임자곤약샐러드  얼갈이생채  포기김치 (김치:국내산) ,육류
2018-09-21,쌀밥/잡곡밥 (쌀:국내산) 아욱된장국  돼지갈비찜/잡채  쭈꾸미숙회무침  송편/식혜  배추겉절이 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 시금치된장국  미니채소떡갈비  흑임자곤약샐러드  얼갈이생채  포기김치 (김치:국내산) ,육류
2018-10-08,쌀밥/잡곡밥 (쌀:국내산) 어묵탕  돈육고추장불고기  감자채볶음  모듬쌈  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 참치김치찌개  안동찜닭  고추잡채*꽃빵  가지무침  알타리김치 (김치:국내산) ,육류
2018-10-08,쌀밥/잡곡밥 (쌀:국내산) 어묵탕  돈육고추장불고기  감자채볶음  모듬쌈  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 참치김치찌개  안동찜닭  고추잡채*꽃빵  가지무침  알타리김치 (김치:국내산) ,조류
2018-10-10,곤드레밥*강된장 (쌀:국내산) 맑은국  돈육강정  사과고구마그라탱  오이초무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  가자미양념찜  꽃맛살볶음  비트무생채  포기김치 (김치:국내산) ,육류
2018-10-10,곤드레밥*강된장 (쌀:국내산) 맑은국  돈육강정  사과고구마그라탱  오이초무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  가자미양념찜  꽃맛살볶음  비트무생채  포기김치 (김치:국내산) ,해산물
2018-10-11,쌀밥/잡곡밥 (쌀:국내산) 들깨버섯국  오징어볶음  단호박계란찜  청경채사과무침  포기김치 (김치:국내산) ,김치주먹밥 (쌀:국내산) 우동  타코야끼  콥샐러드  귤  열무김치 (김치:국내산) ,해산물
2018-10-11,쌀밥/잡곡밥 (쌀:국내산) 들깨버섯국  오징어볶음  단호박계란찜  청경채사과무침  포기김치 (김치:국내산) ,김치주먹밥 (쌀:국내산) 우동  타코야끼  콥샐러드  귤  열무김치 (김치:국내산) ,0
2018-10-12,쌀밥/잡곡밥 (쌀:국내산) 설렁탕  김치전  오징어젓무침  야채스틱/과일  석박지 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 호박젓국찌개  장어강정  실곤약흑임자무침  부추생채  포기김치 (김치:국내산) ,해산물
2018-10-12,쌀밥/잡곡밥 (쌀:국내산) 설렁탕  김치전  오징어젓무침  야채스틱/과일  석박지 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 호박젓국찌개  장어강정  실곤약흑임자무침  부추생채  포기김치 (김치:국내산) ,해산물
2018-10-15,쌀밥/잡곡밥 (쌀:국내산) 열무된장국  버섯불고기  맛살겨자채  깻잎지  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 동태찌개  쇠고기장조림  계란말이  미역줄기볶음  포기김치 (김치:국내산) ,육류
2018-10-15,쌀밥/잡곡밥 (쌀:국내산) 열무된장국  버섯불고기  맛살겨자채  깻잎지  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 동태찌개  쇠고기장조림  계란말이  미역줄기볶음  포기김치 (김치:국내산) ,육류
2018-10-16,쌀밥/잡곡밥 (쌀:국내산) 매운소고기무국  조기구이  우엉잡채  참나물생채  포기김치 (김치:국내산) ,해물굴소스볶음밥 (쌀:국내산) 가쯔오장국  닭오븐구이  딸기드레싱샐러드  음료  포기김치 (김치:국내산) ,해산물
2018-10-16,쌀밥/잡곡밥 (쌀:국내산) 매운소고기무국  조기구이  우엉잡채  참나물생채  포기김치 (김치:국내산) ,해물굴소스볶음밥 (쌀:국내산) 가쯔오장국  닭오븐구이  딸기드레싱샐러드  음료  포기김치 (김치:국내산) ,조류
2018-10-17,콩나물밥 (쌀:국내산) 유부장국  생선가스*칠리소스  가래떡구이*조청  땅콩조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 차돌박이된장찌개  꽁치구이  미트볼조림  청경채무침  포기김치 (김치:국내산) ,해산물
2018-10-17,콩나물밥 (쌀:국내산) 유부장국  생선가스*칠리소스  가래떡구이*조청  땅콩조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 차돌박이된장찌개  꽁치구이  미트볼조림  청경채무침  포기김치 (김치:국내산) ,해산물
2018-10-18,쌀밥/잡곡밥 (쌀:국내산) 감자국  김치제육볶음  해물파전  브로컬리들깨찜  열무김치 (김치:국내산) ,유부초밥 (쌀:국내산) 짬뽕  탕수육  생과일플레인샐러드  단무지  포기김치 (김치:국내산) ,육류
2018-10-18,쌀밥/잡곡밥 (쌀:국내산) 감자국  김치제육볶음  해물파전  브로컬리들깨찜  열무김치 (김치:국내산) ,유부초밥 (쌀:국내산) 짬뽕  탕수육  생과일플레인샐러드  단무지  포기김치 (김치:국내산) ,육류
2018-10-19,쌀밥/잡곡밥 (쌀:국내산) 오징어국  닭갈비  연두부*양념장  호박나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 닭곰탕  류산슬  비엔나감자구이  아삭고추무침  포기김치 (김치:국내산) ,육류
2018-10-19,쌀밥/잡곡밥 (쌀:국내산) 오징어국  닭갈비  연두부*양념장  호박나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 닭곰탕  류산슬  비엔나감자구이  아삭고추무침  포기김치 (김치:국내산) ,해산물
2018-10-22,쌀밥/잡곡밥 (쌀:국내산) 고추장찌개  돈육간장불고기  야채계란찜  오이무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 옹심이만두국  코다리조림  꽃맛살볶음  양배추쌈*쌈장  포기김치 (김치:국내산) ,육류
2018-10-22,쌀밥/잡곡밥 (쌀:국내산) 고추장찌개  돈육간장불고기  야채계란찜  오이무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 옹심이만두국  코다리조림  꽃맛살볶음  양배추쌈*쌈장  포기김치 (김치:국내산) ,해산물
2018-10-23,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개  닭볶음탕  메밀전병만두  파래김*양념장  포기김치 (김치:국내산) ,볶음밥*짜장소스 (쌀:국내산) 맑은국  탕수어  감자범벅  수제피클/과일  포기김치 (김치:국내산) ,조류
2018-10-23,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개  닭볶음탕  메밀전병만두  파래김*양념장  포기김치 (김치:국내산) ,볶음밥*짜장소스 (쌀:국내산) 맑은국  탕수어  감자범벅  수제피클/과일  포기김치 (김치:국내산) ,해산물
2018-10-24,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  등갈비김치찜  어묵볶음  톳두부무침  깍두기 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 대구찌개  언양식불고기  멸치아몬드볶음  셀프무쌈말이  포기김치 (김치:국내산) ,육류
2018-10-24,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  등갈비김치찜  어묵볶음  톳두부무침  깍두기 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 대구찌개  언양식불고기  멸치아몬드볶음  셀프무쌈말이  포기김치 (김치:국내산) ,육류
2018-10-25,쌀밥/잡곡밥 (쌀:국내산) 얼갈이국  쇠고기낙지볶음  시금치프리타타  방풍나물  포기김치 (김치:국내산) ,야채주먹밥 (쌀:국내산) 김치우동  깐풍기  멕시칸샐러드  꼬들단무지/요플레  포기김치 (김치:국내산) ,육류
2018-10-25,쌀밥/잡곡밥 (쌀:국내산) 얼갈이국  쇠고기낙지볶음  시금치프리타타  방풍나물  포기김치 (김치:국내산) ,야채주먹밥 (쌀:국내산) 김치우동  깐풍기  멕시칸샐러드  꼬들단무지/요플레  포기김치 (김치:국내산) ,조류
2018-10-26,쌀밥/잡곡밥 (쌀:국내산) 근대국  오징어볶음  두부새싹구이  시금치나물  배추겉절이 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 육개장  가자미카레튀김  메추리알조림  치커리무침  포기김치 (김치:국내산) ,해산물
2018-10-26,쌀밥/잡곡밥 (쌀:국내산) 근대국  오징어볶음  두부새싹구이  시금치나물  배추겉절이 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 육개장  가자미카레튀김  메추리알조림  치커리무침  포기김치 (김치:국내산) ,해산물
2018-10-29,쌀밥/잡곡밥 (쌀:국내산) 황태국  소불고기  홍어채무침  콩나물무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 해물된장찌개  짬뽕불고기  도토리묵무침  취나물  포기김치 (김치:국내산) ,육류
2018-10-29,쌀밥/잡곡밥 (쌀:국내산) 황태국  소불고기  홍어채무침  콩나물무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 해물된장찌개  짬뽕불고기  도토리묵무침  취나물  포기김치 (김치:국내산) ,육류
2018-10-30,쌀밥/잡곡밥 (쌀:국내산) 어묵국  동파삼겹수육  실곤약야채무침  쫑상추무침  배추겉절이 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 부대찌개  갈치구이  버섯잡채  오이맛살초무침  깍두기 (김치:국내산) ,육류
2018-10-30,쌀밥/잡곡밥 (쌀:국내산) 어묵국  동파삼겹수육  실곤약야채무침  쫑상추무침  배추겉절이 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 부대찌개  갈치구이  버섯잡채  오이맛살초무침  깍두기 (김치:국내산) ,해산물
2018-10-31,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  수제돈가스  닭살겨자채  반달호박나물  포기김치 (김치:국내산) ,    자기계발의날        ,육류
2018-11-01,쌀밥/잡곡밥 (쌀:국내산) 시래기국  마늘간장치킨  새송이버섯전  청경채생채  포기김치 (김치:국내산) ,목살필라프 (쌀:국내산) 가쯔오장국  로제스파게티  웨지감자  무피클/샐러드  포기김치 (김치:국내산) ,조류
2018-11-01,쌀밥/잡곡밥 (쌀:국내산) 시래기국  마늘간장치킨  새송이버섯전  청경채생채  포기김치 (김치:국내산) ,목살필라프 (쌀:국내산) 가쯔오장국  로제스파게티  웨지감자  무피클/샐러드  포기김치 (김치:국내산) ,해산물
2018-11-02,쌀밥/잡곡밥 (쌀:국내산) 배추된장국  훈제오리구이  참치야채전  무쌈/양파절임  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 순두부찌개  해물누룽지탕  계란말이  견과류조림  포기김치 (김치:국내산) ,조류
2018-11-02,쌀밥/잡곡밥 (쌀:국내산) 배추된장국  훈제오리구이  참치야채전  무쌈/양파절임  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 순두부찌개  해물누룽지탕  계란말이  견과류조림  포기김치 (김치:국내산) ,해산물
2018-11-05,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  오징어볶음  단호박계란찜  도라지초무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 감자국  돈육간장불고기  쫄면무침  콩나물파채무침  포기김치 (김치:국내산) ,해산물
2018-11-05,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  오징어볶음  단호박계란찜  도라지초무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 감자국  돈육간장불고기  쫄면무침  콩나물파채무침  포기김치 (김치:국내산) ,육류
2018-11-06,쌀밥/잡곡밥  매운콩나물국  닭데리야끼구이 (닭:국내산) 해파리냉채  치커리생채  배추겉절이 (김치:국내산) ,참치회덮밥 (쌀:국내산) 미소장국  쇠고기퀘사디아  과일샐러드  락교  포기김치 (김치:국내산) ,조류
2018-11-06,쌀밥/잡곡밥  매운콩나물국  닭데리야끼구이 (닭:국내산) 해파리냉채  치커리생채  배추겉절이 (김치:국내산) ,참치회덮밥 (쌀:국내산) 미소장국  쇠고기퀘사디아  과일샐러드  락교  포기김치 (김치:국내산) ,육류
2018-11-07,곤드레밥*강된장 (쌀:국내산) 맑은국  사천식탕수육  탕평채  오징어젓무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  해물청경채볶음  두부커틀릿  깻잎지  포기김치 (김치:국내산) ,육류
2018-11-07,곤드레밥*강된장 (쌀:국내산) 맑은국  사천식탕수육  탕평채  오징어젓무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  해물청경채볶음  두부커틀릿  깻잎지  포기김치 (김치:국내산) ,해산물
2018-11-08,쌀밥/잡곡밥 (쌀:국내산) 미역국  닭갈비  동태포전  무생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 뼈감자탕  해물까스*탈탈소스  풍기샐러드  부추무침  깍두기 (김치:국내산) ,육류
2018-11-08,쌀밥/잡곡밥 (쌀:국내산) 미역국  닭갈비  동태포전  무생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 뼈감자탕  해물까스*탈탈소스  풍기샐러드  부추무침  깍두기 (김치:국내산) ,해산물
2018-11-09,쌀밥/잡곡밥 (쌀:국내산) 육개장  고등어구이  비엔나케찹볶음  연근조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개  쇠고기장조림  메밀전병만두  오이무침  포기김치 (김치:국내산) ,해산물
2018-11-09,쌀밥/잡곡밥 (쌀:국내산) 육개장  고등어구이  비엔나케찹볶음  연근조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개  쇠고기장조림  메밀전병만두  오이무침  포기김치 (김치:국내산) ,육류
2018-11-12,쌀밥/잡곡밥 (쌀:국내산) 순두부찌개  소고기불고기  골뱅이무침*소면  아삭고추무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 차돌박이찌개  유린기  마파두부  단배추나물  포기김치 (김치:국내산) ,육류
2018-11-12,쌀밥/잡곡밥 (쌀:국내산) 순두부찌개  소고기불고기  골뱅이무침*소면  아삭고추무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 차돌박이찌개  유린기  마파두부  단배추나물  포기김치 (김치:국내산) ,육류
2018-11-13,쌀밥/잡곡밥  청국장찌개  돈육강정  두부양념조림  유채나물  포기김치 (김치:국내산) ,통새우김밥 (쌀:국내산) 미니짬뽕  고구마그라탕  키위드레싱샐러드  단무지무침  포기김치 (김치:국내산) ,육류
2018-11-13,쌀밥/잡곡밥  청국장찌개  돈육강정  두부양념조림  유채나물  포기김치 (김치:국내산) ,통새우김밥 (쌀:국내산) 미니짬뽕  고구마그라탕  키위드레싱샐러드  단무지무침  포기김치 (김치:국내산) ,해산물
